id,species_key,scientific_name,common_name,is_endemic_sumatra,quality,recordist,date,time,country,locality,latitude,longitude,elevation,length_sec,license,url_page,url_audio,file_path,sha256,status
56936,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Fabian Ducry &amp; David Marques,2009-09-05,?,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0684,104.0256,,0:50,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/56936,https://xeno-canto.org/56936/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC56936_Carpococcyx_viridis.mp3,a7e73695194fe1fd1fff81dc96f212fb7d458c30dbafc43a58277c128cc39794,Ready_Existing
37883,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,A,Nick Brickle,2007-03-24,06:00,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.068545,104.025764,,1:13,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/37883,https://xeno-canto.org/37883/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC37883_Carpococcyx_viridis.mp3,3c5738e506775d01afb733b6e785161da3290cbbb1a2e07551ef8af38ccfbbd6,Ready_Existing
486269,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Fangqi Twang,2019-07-05,13:00,Indonesia,"Sumatra, Kerinci Regency, Jambi",-2.3268,101.5399,,0:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/486269,https://xeno-canto.org/486269/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC486269_Carpococcyx_viridis.mp3,1397809a1f5514253207cd215a7f2339eaef3d5e5dbcda909e92bed8958963dc,Ready_Existing
85992,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,John Gregory,2008-04-04,11-00,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0684,104.0256,,0:57,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/85992,https://xeno-canto.org/85992/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC85992_Carpococcyx_viridis.mp3,2f0188c99fd681fcf3b29be4213cfc117fc1258de2f05a327800f08c098509ef,Ready_Existing
56938,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Fabian Ducry &amp; David Marques,2009-09-05,?,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0684,104.0256,,0:12,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/56938,https://xeno-canto.org/56938/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC56938_Carpococcyx_viridis.mp3,d7592dabee97404ad5000b32cd8ab02021057c559a99bd2d8eb289e5f7b4d741,Ready_Existing
38432,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Duncan Wilson,2007-07-04,10:30,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra ",-5.068545,104.025764,,0:43,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/38432,https://xeno-canto.org/38432/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC38432_Carpococcyx_viridis.mp3,9a0c3b85a9c4f1ec0cc8fd22673fc901bb0bfa82cc32ca6c1fb0115ca6820d79,Ready_Existing
38431,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Duncan Wilson,2007-07-04,10:30,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra ",-5.068545,104.025764,,0:17,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/38431,https://xeno-canto.org/38431/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC38431_Carpococcyx_viridis.mp3,26fc7b58e3e7f6221577305eeacca2c35820941dd633540c52674117e87d21c1,Ready_Existing
37882,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,B,Nick Brickle,2007-03-24,06:00,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.068545,104.025764,,1:13,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/37882,https://xeno-canto.org/37882/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC37882_Carpococcyx_viridis.mp3,58126021e9af42751b70e01b82e0d846cbe8a8cfe2988bb354a23e3c51e681ef,Ready_Existing
196214,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,C,yann muzika,2014-09-04,09:37,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra",-5.0685,104.0258,,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/196214,https://xeno-canto.org/196214/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC196214_Carpococcyx_viridis.mp3,42b496d80c1ba94bb9a9c50842c4279d39d2ffbaaa299f01a264d475ac24a2b4,Ready_Existing
39501,Carpococcyx_viridis,Carpococcyx viridis,Sumatran Ground Cuckoo,True,D,Brian Cox,2009-07-01,08.00,Indonesia,"Way Titias, Bukit Barisan Selatan NP, Lampung, Sumatra ",-5.068545,104.025764,,0:02,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/39501,https://xeno-canto.org/39501/download,d:/FILE AND TASK/TA/data/xeno_canto\Carpococcyx_viridis\XC39501_Carpococcyx_viridis.mp3,13292d45597387f8903c19e236e020bd78ff032cb2836e8bc9b35ca98e1000ac,Ready_Existing
963352,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Daan Drukker,2024-12-06,07:30,Indonesia,"Kayu Aro, Kerinci Regency, Jambi",-1.7438,101.2602,,0:48,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/963352,https://xeno-canto.org/963352/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC963352_Gypsophila_rufipectus.mp3,2c8760e927209ab24c009c92a3cae82e506f867c98a2239e65285d80d5f26fc0,Ready_Existing
963345,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Daan Drukker,2024-12-06,07:30,Indonesia,"Kayu Aro, Kerinci Regency, Jambi",-1.7438,101.2602,,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/963345,https://xeno-canto.org/963345/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC963345_Gypsophila_rufipectus.mp3,7af0db8c3cc407482730b553a4d0231346f184956e33c6f1d56531673464fda5,Ready_Existing
691495,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Mike Nelson,2016-08-23,10:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,0:34,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/691495,https://xeno-canto.org/691495/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC691495_Gypsophila_rufipectus.mp3,30c2a755661a3fd7c2f84f3e82d3e067830366435354067fcdeadbaffdc90bce,Ready_Existing
648652,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Ding Li Yong,2019-09-15,10:00,Indonesia,"Silahi Sabungan, Kabupaten Dairi, Sumatera Utara",2.7848,98.5144,,0:21,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/648652,https://xeno-canto.org/648652/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC648652_Gypsophila_rufipectus.mp3,c033bb0e9f4a0fc99839154434cda4d144a74f5130a717fdaa9db2708f711d89,Ready_Existing
648651,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Ding Li Yong,2019-09-15,10:00,Indonesia,"Silahi Sabungan, Kabupaten Dairi, Sumatera Utara",2.7848,98.5144,,0:39,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/648651,https://xeno-canto.org/648651/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC648651_Gypsophila_rufipectus.mp3,b0719afc201937d34f16dc9296700c226907027c2cce35ff75fefce141a83b16,Ready_Existing
648648,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Ding Li Yong,2019-09-15,09:00,Indonesia,"Silahi Sabungan, Kabupaten Dairi, Sumatera Utara",2.7848,98.5144,,0:36,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/648648,https://xeno-canto.org/648648/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC648648_Gypsophila_rufipectus.mp3,f6b886277c7a815948e7a8d966feadf940b1a87461834fbb435a0e47fd2c8291,Ready_Existing
497649,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Ding Li Yong,2019-09-15,10:30,Indonesia,"Sumatra, Kabupaten Dairi, Sumatera Utara",2.8099,98.4942,,2:09,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/497649,https://xeno-canto.org/497649/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC497649_Gypsophila_rufipectus.mp3,fbf199855628205d8a2d8108052bab20a7e7fb60cc7ff409a1b453486d4fed48,Ready_Existing
497648,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Ding Li Yong,2019-09-15,10:30,Indonesia,"Sumatra, Kabupaten Dairi, Sumatera Utara",2.8099,98.4942,,1:12,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/497648,https://xeno-canto.org/497648/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC497648_Gypsophila_rufipectus.mp3,ad935ed2bcce6331f9c25237558f43aaacc5a1f5ea59999dc1b44b18c8852514,Ready_Existing
476562,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Matthew L. Brady,2018-03-30,06:45,Indonesia,"Talamau, Kabupaten Pasaman Barat, Sumatera Barat",0.0908,99.9593,,2:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/476562,https://xeno-canto.org/476562/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC476562_Gypsophila_rufipectus.mp3,b02bf6c7dcbf1c28113386363badb68b4655903a1c0ebcb245d7a75261953fac,Ready_Existing
409566,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Frank Lambert,2016-07-02,16:07,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,1:26,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/409566,https://xeno-canto.org/409566/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC409566_Gypsophila_rufipectus.mp3,b441afdb6530c58f31dd100c07478ddb489b211ca6ea201103e4b312301d5b03,Ready_Existing
396689,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Sander Lagerveld,2017-04-21,17:40,Indonesia,"Kutapanjang, Kabupaten Gayo Lues, Aceh",3.9647,97.246,,0:37,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/396689,https://xeno-canto.org/396689/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC396689_Gypsophila_rufipectus.mp3,f24136b48f793ac9ae2c3ed4f6634dfecc5945b23fbf59b7016907444a897cc3,Ready_Existing
241697,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Mike Nelson,2015-02-27,10:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,2:51,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241697,https://xeno-canto.org/241697/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC241697_Gypsophila_rufipectus.mp3,4112f62edd81fccf1fb6a578dc7f38b113b6b161bae15d84d7ab963c10cac6f5,Ready_Existing
241696,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Mike Nelson,2015-02-26,11:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,0:54,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241696,https://xeno-canto.org/241696/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC241696_Gypsophila_rufipectus.mp3,4077afe36506cb153fdd72207d09bedbc500c0ac72d04663e2b2643a1729902d,Ready_Existing
69431,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,A,Frank Lambert,2002-04-21,?:?,Indonesia,"Sumatra, Gunung Kerinci",-1.74,101.26,,1:11,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/69431,https://xeno-canto.org/69431/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC69431_Gypsophila_rufipectus.mp3,0e2cbdcf6d77a092ddb16485fb7254751cb4ae4f4418282f6074f5e83d73af36,Ready_Existing
396597,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Sander Lagerveld,2017-04-21,10:53,Indonesia,"Kutapanjang, Kabupaten Gayo Lues, Aceh",3.9647,97.246,,0:41,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/396597,https://xeno-canto.org/396597/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC396597_Gypsophila_rufipectus.mp3,c5e5a6ff7197770ffa4f50758d56737fc4f2c323e059b438f298a990f82bc4e6,Ready_Existing
396596,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Sander Lagerveld,2017-04-21,10:53,Indonesia,"Kutapanjang, Kabupaten Gayo Lues, Aceh",3.9647,97.246,,0:22,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/396596,https://xeno-canto.org/396596/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC396596_Gypsophila_rufipectus.mp3,35d1e6484b4afb311760277b89a5a17b3d337fae98dc730ea332616dc30b99e4,Ready_Existing
393112,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Irene Dy,2017-08-22,07:00,Indonesia,"Sumatra, Gunung Kerinci",-1.74,101.26,,0:12,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/393112,https://xeno-canto.org/393112/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC393112_Gypsophila_rufipectus.mp3,3a612354fb083b975e3d105c3ae5082460972126650814d22845566af940300a,Ready_Existing
373807,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Vincent Ng,2017-05-18,07:00,Indonesia,"Sangir, Kabupaten Solok Selatan, Sumatera Barat",-1.6967,101.2642,,0:05,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/373807,https://xeno-canto.org/373807/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC373807_Gypsophila_rufipectus.mp3,509124213bd4e3209f1760ce03fbab82be1b1dcabcd365c964379be656810697,Ready_Existing
241695,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Mike Nelson,2015-02-24,13:30,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,2:53,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241695,https://xeno-canto.org/241695/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC241695_Gypsophila_rufipectus.mp3,44c9f5edd0b94edfd42260bc7c6cdbb0b61ff5c211985708995ba83103fd7734,Ready_Existing
241694,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Mike Nelson,2015-02-24,13:30,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,0:26,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241694,https://xeno-canto.org/241694/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC241694_Gypsophila_rufipectus.mp3,00151235b08a01ede45a92758451fc526ef6b2b9383cbedb76863985764e9289,Ready_Existing
241693,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Mike Nelson,2015-02-24,11:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,0:24,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241693,https://xeno-canto.org/241693/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC241693_Gypsophila_rufipectus.mp3,a34aa878d40d87d92d55017af9b1f6f31c58a7825c98d338413a55c9b8d16ca8,Ready_Existing
241692,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Mike Nelson,2015-02-23,10:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,1:52,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241692,https://xeno-canto.org/241692/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC241692_Gypsophila_rufipectus.mp3,5a3887b4924f5a254b3f14fe8029d6c75d4824569f393ba8984257964720361d,Ready_Existing
241691,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Mike Nelson,2015-02-23,10:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,0:37,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241691,https://xeno-canto.org/241691/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC241691_Gypsophila_rufipectus.mp3,0378e4f86916d80becc59585e859b75c41ff64a0197fcfe7d7cca61cdde764a7,Ready_Existing
241690,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Mike Nelson,2015-02-23,10:00,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,0:56,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/241690,https://xeno-canto.org/241690/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC241690_Gypsophila_rufipectus.mp3,7d1f6a09f8a247b70b4fd6f610dd7da29f8e85742095f22776135aa7a632bc79,Ready_Existing
196211,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Marc Thibault,2014-06-23,?,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,0:49,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/196211,https://xeno-canto.org/196211/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC196211_Gypsophila_rufipectus.mp3,01f53616b736eb73a2f370fe4e8a06c204ea0a24e5862112f57d882a3b5ece30,Ready_Existing
196210,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Marc Thibault,2014-06-23,?,Indonesia,"Mount Kerinci, West Sumatra, Sumatra",-1.7342,101.2512,,1:18,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/196210,https://xeno-canto.org/196210/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC196210_Gypsophila_rufipectus.mp3,0b73c60809e58130432bf26c2bf43ae3dc86ae4d7ecfd8e805bc935e2370023e,Downloaded_Fresh
79433,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Desmond Allen,1994-08-22,?:?,Indonesia,"Mount Kerinci, Kerinci Seblat National Park, Sumatra",,,,0:47,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/79433,https://xeno-canto.org/79433/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC79433_Gypsophila_rufipectus.mp3,072ebda698ea86e71793d9b6721493ad24f0d81d6c187a40f503fad286aa82a1,Ready_Existing
70301,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,David Gibbs,1990-00-00,?,Indonesia,"Sumatra, Gunung Kerinci",-1.7401,101.2601,,1:02,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/70301,https://xeno-canto.org/70301/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC70301_Gypsophila_rufipectus.mp3,74150634d4edb8478fcbbc93342e1e0e4356218bb3d650673d927332e3ec3397,Downloaded_Fresh
39508,Gypsophila_rufipectus,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,True,B,Brian Cox,2009-07-05,11.00,Indonesia,"Danau Ranau, Bukit Barisan Selatan NP, Lampung, Sumatra",-4.9667,103.8501,,0:40,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/39508,https://xeno-canto.org/39508/download,d:/FILE AND TASK/TA/data/xeno_canto\Gypsophila_rufipectus\XC39508_Gypsophila_rufipectus.mp3,f6d5495bbd607ce9c5379eb1a33c4536bf0c6f86e6255068c26c70f83f6f170f,Ready_Existing
