id,taman_nasional,nama_taman_nasional,wilayah,taksonomi,genus,spesies,nama_ilmiah,nama_inggris,kualitas,durasi,lokasi,latitude,longitude,perekam,url_halaman,url_audio,file_path_lokal,status,isolated_file_path,role
1031088,TN_Siberut,Taman Nasional Siberut,Sumatera Barat,Land_Mammals,Hylobates,klossii,Hylobates klossii,Kloss's Gibbon,B,1:31,"Siberut Selatan, Mentawai Islands Regency, West Sumatra",-1.5261,99.1843,Philippe Verbelen,https://xeno-canto.org/1031088,https://xeno-canto.org/1031088/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Siberut\Land_Mammals\Hylobates_klossii\XC1031088_Hylobates_klossii.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC1031088_Hylobates_klossii.mp3,open_set_unknown_query
1031087,TN_Siberut,Taman Nasional Siberut,Sumatera Barat,Land_Mammals,Hylobates,klossii,Hylobates klossii,Kloss's Gibbon,B,2:35,"Siberut Selatan, Mentawai Islands Regency, West Sumatra",-1.5261,99.1843,Philippe Verbelen,https://xeno-canto.org/1031087,https://xeno-canto.org/1031087/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Siberut\Land_Mammals\Hylobates_klossii\XC1031087_Hylobates_klossii.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC1031087_Hylobates_klossii.mp3,open_set_unknown_query
1031086,TN_Siberut,Taman Nasional Siberut,Sumatera Barat,Land_Mammals,Presbytis,potenziani,Presbytis potenziani,Mentawai Langur,B,0:17,"Siberut Tengah, Mentawai Islands Regency, West Sumatra",-1.3434,99.0786,Philippe Verbelen,https://xeno-canto.org/1031086,https://xeno-canto.org/1031086/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Siberut\Land_Mammals\Presbytis_potenziani\XC1031086_Presbytis_potenziani.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC1031086_Presbytis_potenziani.mp3,open_set_unknown_query
999301,TN_Siberut,Taman Nasional Siberut,Sumatera Barat,Land_Mammals,Petinomys,lugens,Petinomys lugens,Siberut Flying Squirrel,B,0:13,"Siberut, Tolloullago",-1.7228,99.237,Daan Drukker,https://xeno-canto.org/999301,https://xeno-canto.org/999301/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Siberut\Land_Mammals\Petinomys_lugens\XC999301_Petinomys_lugens.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC999301_Petinomys_lugens.mp3,open_set_unknown_query
965050,TN_Siberut,Taman Nasional Siberut,Sumatera Barat,Land_Mammals,Sundasciurus,fraterculus,Sundasciurus fraterculus,Fraternal Squirrel,A,0:20,"Seberut Barat Daya, Mentawai Islands Regency, West Sumatra",-1.7277,99.2319,Daan Drukker,https://xeno-canto.org/965050,https://xeno-canto.org/965050/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Siberut\Land_Mammals\Sundasciurus_fraterculus\XC965050_Sundasciurus_fraterculus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC965050_Sundasciurus_fraterculus.mp3,open_set_unknown_query
965046,TN_Siberut,Taman Nasional Siberut,Sumatera Barat,Land_Mammals,Hylobates,klossii,Hylobates klossii,Kloss's Gibbon,A,1:20,"Seberut Barat Daya, Mentawai Islands Regency, West Sumatra",-1.7274,99.2244,Daan Drukker,https://xeno-canto.org/965046,https://xeno-canto.org/965046/download,,Melebihi Kuota Spesies,,open_set_unknown_query
965421,TN_Siberut,Taman Nasional Siberut,Sumatera Barat,Land_Mammals,Lariscus,obscurus,Lariscus obscurus,Mentawai Three-striped Squirrel,B,0:23,"Seberut Barat Daya, Mentawai Islands Regency, West Sumatra",-1.7325,99.2346,Daan Drukker,https://xeno-canto.org/965421,https://xeno-canto.org/965421/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Siberut\Land_Mammals\Lariscus_obscurus\XC965421_Lariscus_obscurus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC965421_Lariscus_obscurus.mp3,open_set_unknown_query
964954,TN_Siberut,Taman Nasional Siberut,Sumatera Barat,Land_Mammals,Macaca,siberu,Macaca siberu,Siberut Macaque,D,0:05,"Seberut Barat Daya, Mentawai Islands Regency, West Sumatra",-1.7274,99.2245,Daan Drukker,https://xeno-canto.org/964954,https://xeno-canto.org/964954/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Siberut\Land_Mammals\Macaca_siberu\XC964954_Macaca_siberu.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Land_Mammals\UNKNOWN_XC964954_Macaca_siberu.mp3,open_set_unknown_query
933261,TN_Tesso_Nilo,Taman Nasional Tesso Nilo,Riau,Frogs,Hylarana,rawa,Hylarana rawa,,C,0:20,"Teluk Meranti, Pelalawan Regency, Riau",0.5306,102.9622,Muhammad Iqbal,https://xeno-canto.org/933261,https://xeno-canto.org/933261/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\TN_Tesso_Nilo\Frogs\Hylarana_rawa\XC933261_Hylarana_rawa.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Frogs\UNKNOWN_XC933261_Hylarana_rawa.mp3,open_set_unknown_query
873854,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Conocephalus,maculatus,Conocephalus maculatus,Spotted Meadow Katydid,B,2:56,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873854,https://xeno-canto.org/873854/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Conocephalus_maculatus\XC873854_Conocephalus_maculatus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873854_Conocephalus_maculatus.mp3,open_set_unknown_query
873053,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Conocephalus,maculatus,Conocephalus maculatus,Spotted Meadow Katydid,B,2:56,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873053,https://xeno-canto.org/873053/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Conocephalus_maculatus\XC873053_Conocephalus_maculatus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873053_Conocephalus_maculatus.mp3,open_set_unknown_query
873947,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Hexacentrus,unicolor,Hexacentrus unicolor,,B,1:51,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873947,https://xeno-canto.org/873947/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Hexacentrus_unicolor\XC873947_Hexacentrus_unicolor.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873947_Hexacentrus_unicolor.mp3,open_set_unknown_query
873146,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Hexacentrus,unicolor,Hexacentrus unicolor,,B,1:51,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873146,https://xeno-canto.org/873146/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Hexacentrus_unicolor\XC873146_Hexacentrus_unicolor.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873146_Hexacentrus_unicolor.mp3,open_set_unknown_query
874034,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,arietulus,Loxoblemmus arietulus,,B,0:15,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874034,https://xeno-canto.org/874034/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_arietulus\XC874034_Loxoblemmus_arietulus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874034_Loxoblemmus_arietulus.mp3,open_set_unknown_query
874033,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,arietulus,Loxoblemmus arietulus,,B,0:14,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874033,https://xeno-canto.org/874033/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_arietulus\XC874033_Loxoblemmus_arietulus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874033_Loxoblemmus_arietulus.mp3,open_set_unknown_query
874032,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,arietulus,Loxoblemmus arietulus,,B,0:51,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874032,https://xeno-canto.org/874032/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_arietulus\XC874032_Loxoblemmus_arietulus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874032_Loxoblemmus_arietulus.mp3,open_set_unknown_query
874023,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,arietulus,Loxoblemmus arietulus,,B,4:18,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874023,https://xeno-canto.org/874023/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_arietulus\XC874023_Loxoblemmus_arietulus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874023_Loxoblemmus_arietulus.mp3,open_set_unknown_query
873232,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,arietulus,Loxoblemmus arietulus,,B,0:15,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/873232,https://xeno-canto.org/873232/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_arietulus\XC873232_Loxoblemmus_arietulus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873232_Loxoblemmus_arietulus.mp3,open_set_unknown_query
874092,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,parabolicus,Loxoblemmus parabolicus,,B,0:31,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874092,https://xeno-canto.org/874092/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_parabolicus\XC874092_Loxoblemmus_parabolicus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874092_Loxoblemmus_parabolicus.mp3,open_set_unknown_query
874091,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,parabolicus,Loxoblemmus parabolicus,,B,0:29,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874091,https://xeno-canto.org/874091/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_parabolicus\XC874091_Loxoblemmus_parabolicus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874091_Loxoblemmus_parabolicus.mp3,open_set_unknown_query
874090,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,parabolicus,Loxoblemmus parabolicus,,B,0:21,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874090,https://xeno-canto.org/874090/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_parabolicus\XC874090_Loxoblemmus_parabolicus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874090_Loxoblemmus_parabolicus.mp3,open_set_unknown_query
874089,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,parabolicus,Loxoblemmus parabolicus,,B,0:30,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874089,https://xeno-canto.org/874089/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_parabolicus\XC874089_Loxoblemmus_parabolicus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874089_Loxoblemmus_parabolicus.mp3,open_set_unknown_query
874088,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Loxoblemmus,parabolicus,Loxoblemmus parabolicus,,B,0:30,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874088,https://xeno-canto.org/874088/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Loxoblemmus_parabolicus\XC874088_Loxoblemmus_parabolicus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874088_Loxoblemmus_parabolicus.mp3,open_set_unknown_query
874101,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Macroxiphus,sumatranus,Macroxiphus sumatranus,,B,14:35,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874101,https://xeno-canto.org/874101/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Macroxiphus_sumatranus\XC874101_Macroxiphus_sumatranus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874101_Macroxiphus_sumatranus.mp3,open_set_unknown_query
874100,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Macroxiphus,sumatranus,Macroxiphus sumatranus,,B,54:20,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874100,https://xeno-canto.org/874100/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Macroxiphus_sumatranus\XC874100_Macroxiphus_sumatranus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874100_Macroxiphus_sumatranus.mp3,open_set_unknown_query
874099,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Macroxiphus,sumatranus,Macroxiphus sumatranus,,B,1:32,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874099,https://xeno-canto.org/874099/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Macroxiphus_sumatranus\XC874099_Macroxiphus_sumatranus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874099_Macroxiphus_sumatranus.mp3,open_set_unknown_query
874097,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Macroxiphus,sumatranus,Macroxiphus sumatranus,,B,42:59,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874097,https://xeno-canto.org/874097/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Macroxiphus_sumatranus\XC874097_Macroxiphus_sumatranus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874097_Macroxiphus_sumatranus.mp3,open_set_unknown_query
873297,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Macroxiphus,sumatranus,Macroxiphus sumatranus,,B,14:35,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/873297,https://xeno-canto.org/873297/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Macroxiphus_sumatranus\XC873297_Macroxiphus_sumatranus.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873297_Macroxiphus_sumatranus.mp3,open_set_unknown_query
874111,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Mecopoda,elongata,Mecopoda elongata,,B,2:10,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/874111,https://xeno-canto.org/874111/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Mecopoda_elongata\XC874111_Mecopoda_elongata.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874111_Mecopoda_elongata.mp3,open_set_unknown_query
874105,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Mecopoda,elongata,Mecopoda elongata,,B,3:08,"North Sumatra, Pematang Siantar",2.9833,99.0,S. Ingrisch,https://xeno-canto.org/874105,https://xeno-canto.org/874105/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Mecopoda_elongata\XC874105_Mecopoda_elongata.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC874105_Mecopoda_elongata.mp3,open_set_unknown_query
873308,Kawasan_Hutan_Konservasi_Sumatera,Kawasan Hutan Konservasi Sumatera,Sumatera,Grasshoppers,Mecopoda,elongata,Mecopoda elongata,,B,2:03,"West Sumatra, Maninjau",-0.3,100.25,S. Ingrisch,https://xeno-canto.org/873308,https://xeno-canto.org/873308/download,d:/FILE AND TASK/TA/Dataset/Bioakustik_Sumatera\Kawasan_Hutan_Konservasi_Sumatera\Grasshoppers\Mecopoda_elongata\XC873308_Mecopoda_elongata.mp3,Tersimpan,d:/FILE AND TASK/TA/data/unknown_open_set\Grasshoppers\UNKNOWN_XC873308_Mecopoda_elongata.mp3,open_set_unknown_query
